🤖 Starting AI analysis for https://nobina.se
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
🔌 [SSE] Client disconnected: cmgicf7zn000fr2pq7dcbscoh
📡 [SSE] Client connecting for AI job: cmgicf7zn000fr2pq7dcbscoh
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 [SSE] Client disconnected: cmgicf7zn000fr2pq7dcbscoh
📡 [SSE] Client connecting for AI job: cmgicf7zn000fr2pq7dcbscoh
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 [SSE] Client disconnected: cmgicf7zn000fr2pq7dcbscoh
📡 [SSE] Client connecting for AI job: cmgicf7zn000fr2pq7dcbscoh
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 [SSE] Client disconnected: cmgicf7zn000fr2pq7dcbscoh
📡 [SSE] Client connecting for AI job: cmgicf7zn000fr2pq7dcbscoh
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: completed - 100%
✅ [SSE] AI Analysis completed: cmgicf7zn000fr2pq7dcbscoh
🔌 [SSE] Client disconnected: cmgicf7zn000fr2pq7dcbscoh
Generating PDF for analysis cmgicf7zn000fr2pq7dcbscoh (ai-analysis)
Creating new browser instance...
Browser instance created
Browser acquired from pool (1 in pool, 0 available)
✅ PDF generated for analysis cmgicf7zn000fr2pq7dcbscoh (57095 bytes)
Browser operation completed in 2260ms
Browser released to pool
🖨️ Generated AI Analysis PDF for cmgicf7zn000fr2pq7dcbscoh
[SAVE] Saved artifact locally: analyses/2025-10-08/cmgicf7zn000fr2pq7dcbscoh/ai-report.pdf
💾 Stored AI Analysis PDF for cmgicf7zn000fr2pq7dcbscoh
🔍 Starting SEO analysis for https://www.27gradernord.se/ (client: 257d836e-e5aa-45f7-a5f1-5f5877d03fea)
📝 Created analysis 01K72JVCJB9YWBVW1VDSJ0J75P for https://www.27gradernord.se/
Added SEO job 5302 for https://www.27gradernord.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 5302
📡 Resolved queue: analysis -> seo for job 5302
📡 SSE for job 5302 using queue: seo, client: yiy2a09jzb8
🔌 SSE cleanup for job 5302, client yiy2a09jzb8
📡 Resolved queue: analysis -> seo for job 5302
📡 SSE for job 5302 using queue: seo, client: yiy2a09jzb8
Destroying browser instance...
Browser instance destroyed
🔌 SSE cleanup for job 5302, client yiy2a09jzb8
📡 Resolved queue: analysis -> seo for job 5302
📡 SSE for job 5302 using queue: seo, client: yiy2a09jzb8
🔌 SSE cleanup for job 5302, client yiy2a09jzb8
🔍 AnalysisPageClient using type: seo for jobId: 01K72JVCJB9YWBVW1VDSJ0J75P
🔌 SSE cleanup for job 5302, client yiy2a09jzb8
🔍 Starting CRAWL analysis for https://www.27gradernord.se/ (client: 02a17bd7-60ac-4286-bf9f-ec65706fb10c)
📝 Created analysis 01K72JVSV4SKV6H3TJRH5QF1A0 for https://www.27gradernord.se/
📝 Created Crawl analysis record: 01K72JVSV4SKV6H3TJRH5QF1A0
Added Crawl job 1009 for https://www.27gradernord.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 1009
📡 Resolved queue: crawl -> crawl for job 1009
📡 SSE for job 1009 using queue: crawl, client: xv09fzja3v
🔌 SSE cleanup for job 1009, client xv09fzja3v
📡 Resolved queue: crawl -> crawl for job 1009
📡 SSE for job 1009 using queue: crawl, client: xv09fzja3v
🔍 Starting LIGHTHOUSE analysis for https://www.27gradernord.se/ (client: 35edcf08-dddc-41ae-a236-ddba9b4944b4)
📝 Created analysis 01K72JW3M9AZPEXXMM8VC6042X for https://www.27gradernord.se/
📝 Created Lighthouse analysis record: 01K72JW3M9AZPEXXMM8VC6042X
Added Lighthouse job 498 for https://www.27gradernord.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 498
📡 Resolved queue: lighthouse -> lighthouse for job 498
📡 SSE for job 498 using queue: lighthouse, client: ze2tx87j08
🔌 SSE cleanup for job 1009, client xv09fzja3v
🔍 AnalysisPageClient using type: crawl for jobId: 01K72JVSV4SKV6H3TJRH5QF1A0
NORMALIZE CRAWL INPUT: {
  "hasLinkmap": true,
  "hasSummaryLinkmap": true,
  "keys": [
    "pages",
    "summary",
    "linkmap",
    "sitemap",
    "robotsTxt",
    "technical",
    "schemaVersion",
    "rum",
    "ruleEngine",
    "analysisId",
    "targetUrl"
  ],
  "linkmapKeys": [
    "internalLinks",
    "externalLinks",
    "linkGraph",
    "orphanPages",
    "topLinkedPages",
    "linkDistribution",
    "score",
    "grade",
    "issues",
    "recommendations"
  ],
  "internalLinksCount": 687
}
LM0 processing: {
  internalCount: 687,
  externalCount: 122,
  firstInternal: {
    source: 'https://www.27gradernord.se/stad/bastad',
    target: 'https://www.27gradernord.se/stad/bastad',
    text: 'Hoppa till huvudinnehåll',
    rel: null,
    isInternal: true
  }
}
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ to https://www.27gradernord.se/ju
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/st
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/st to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/fo
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/fo
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/fo
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/he to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
